200,33,0
161,467,0
112,25,0
352,674,1
840,682,0
817,252,0
890,413,0
673,868,0
632,461,1
511,307,1
725,168,0
369,270,0
62,456,0
775,860,0
113,145,0
32,640,0
365,768,0
223,639,0
339,714,1
493,787,0
776,667,0
43,703,0
719,40,0
473,45,0
572,757,0
482,501,1
420,968,0
874,51,0
603,350,1
222,651,0
114,622,0
888,962,0
136,341,0
886,932,0
759,561,1
239,186,0
901,286,0
789,64,0
65,380,0
467,312,1
54,79,0
82,152,0
147,120,0
814,433,0
810,287,0
274,536,1
554,720,1
181,567,0
282,311,0
564,523,1
284,87,0
373,686,1
170,103,0
249,817,0
276,450,1
561,904,0
969,991,0
360,223,0
596,579,1
262,172,0
690,70,0
162,197,0
947,8,0
537,167,0
265,869,0
641,56,0
286,5,0
597,370,1
149,980,0
891,403,0
49,475,0
229,753,0
454,931,0
696,389,1
882,949,0
266,766,0
387,919,0
889,396,0
433,891,0
775,60,0
510,605,1
668,896,0
463,829,0
149,959,0
927,226,0
586,157,0
555,791,0
529,240,0
711,854,0
857,169,0
579,171,0
534,521,1
375,878,0
554,799,0
679,55,0
856,751,0
967,769,0
334,151,0
341,67,0
861,817,0
882,202,0
892,454,0
244,463,1
79,64,0
701,757,0
750,97,0
112,947,0
449,837,0
795,879,0
418,920,0
102,139,0
564,127,0
720,754,0
84,377,0
471,909,0
922,895,0
757,843,0
131,12,0
348,735,0
103,258,0
435,514,1
139,985,0
458,358,1
933,799,0
869,131,0
245,3,0
298,575,1
83,865,0
356,610,1
904,223,0
688,1,0
446,783,0
856,69,0
759,344,0
477,33,0
820,557,0
891,110,0
111,951,0
365,795,0
429,147,0
255,89,0
737,265,0
557,633,1
341,621,1
971,926,0
369,972,0
657,289,1
37,203,0
943,710,0
42,600,0
992,371,0
692,411,1
412,603,1
332,435,1
773,564,1
274,593,1
358,983,0
891,268,0
269,52,0
751,718,0
621,212,0
496,247,0
478,263,1
400,524,1
822,342,0
864,415,0
642,414,1
17,347,0
305,943,0
853,60,0
7,583,0
852,239,0
551,15,0
58,755,0
853,472,0
396,898,0
685,882,0
391,673,1
690,904,0
292,387,1
293,937,0
801,338,0
197,897,0
689,94,0
816,229,0
342,559,1
517,362,1
625,203,0
451,566,1
245,429,1
491,780,0
961,96,0
426,764,0
220,828,0
578,624,1
978,196,0
683,661,1
416,210,0
664,875,0
401,93,0
564,14,0
517,26,0
899,185,0
606,806,0
776,584,1
558,246,0
757,182,0
23,276,0
490,575,1
297,116,0
562,360,1
927,393,0
536,64,0
21,277,0
482,197,0
300,604,1
130,927,0
263,247,0
949,851,0
519,205,0
623,595,1
87,505,0
944,958,0
448,718,1
320,481,1
858,561,0
792,451,1
129,702,0
910,9,0
858,315,0
235,261,0
740,154,0
829,664,0
416,474,1
173,266,0
992,625,0
185,170,0
618,175,0
566,489,1
885,423,0
54,73,0
272,10,0
274,65,0
389,778,0
804,754,0
358,238,0
902,36,0
386,369,1
219,766,0
840,821,0
601,777,0
157,507,0
725,982,0
473,652,1
666,434,1
237,545,1
188,71,0
39,11,0
902,537,0
620,309,1
287,257,0
350,940,0
541,326,1
347,266,0
713,170,0
29,426,0
700,459,1
526,733,1
82,823,0
398,495,1
546,257,1
548,465,1
694,126,0
367,455,1
444,9,0
57,147,0
828,107,0
618,125,0
481,516,1
870,862,0
243,645,0
949,956,0
995,117,0
393,227,0
32,202,0
940,283,0
946,327,0
28,9,0
916,351,0
406,849,0
564,523,1
690,91,0
544,990,0
846,554,0
452,984,0
179,62,0
109,269,0
952,849,0
764,66,0
301,366,1
115,875,0
93,357,0
723,713,0
524,879,0
38,813,0
325,309,1
421,769,0
705,263,0
13,538,0
413,685,1
451,76,0
587,945,0
231,342,0
910,239,0
962,176,0
872,278,0
931,606,0
344,60,0
40,406,0
497,382,1
318,477,1
693,160,0
355,666,1
172,824,0
342,741,0
486,388,1
947,806,0
730,427,1
839,31,0
90,736,0
517,238,0
124,595,0
695,908,0
984,89,0
800,406,0
339,296,1
64,305,0
762,208,0
874,236,0
827,892,0
662,505,1
614,509,1
250,714,0
888,413,0
775,674,0
34,218,0
190,504,1
829,770,0
233,450,1
603,820,0
782,909,0
458,225,0
152,493,0
5,682,0
274,47,0
50,688,0
47,884,0
788,667,0
118,85,0
899,81,0
199,928,0
275,661,1
597,530,1
492,152,0
276,970,0
622,540,1
871,592,0
186,798,0
104,287,0
579,796,0
563,373,1
859,283,0
601,766,0
267,578,1
216,787,0
918,523,0
834,141,0
839,818,0
156,985,0
329,444,1
258,511,1
573,43,0
779,746,0
286,91,0
832,119,0
494,497,1
839,959,0
97,540,0
953,523,0
862,274,0
613,937,0
637,378,1
866,850,0
444,836,0
378,404,1
142,812,0
944,591,0
150,656,0
79,876,0
490,392,1
215,734,0
26,35,0
597,707,1
673,526,1
477,56,0
775,576,1
18,588,0
0,376,0
784,793,0
363,244,0
278,840,0
942,560,0
358,389,1
504,829,0
406,41,0
323,477,1
736,30,0
982,529,0
448,575,1
43,967,0
296,657,1
614,40,0
214,58,0
722,401,1
147,451,0
663,844,0
146,760,0
397,494,1
10,998,0
796,921,0
605,962,0
144,646,0
354,836,0
692,475,1
940,862,0
30,950,0
659,944,0
205,584,0
186,51,0
492,263,1
860,604,0
205,927,0
83,907,0
348,764,0
521,559,1
365,744,0
109,686,0
159,90,0
195,491,1
954,925,0
721,413,1
144,110,0
943,200,0
218,364,0
446,600,1
630,279,1
982,502,0
919,511,0
247,377,1
808,331,0
863,914,0
217,713,0
604,371,1
789,477,1
327,86,0
2,187,0
344,436,1
110,394,0
398,944,0
532,476,1
608,501,1
254,142,0
1,664,0
440,894,0
718,395,1
369,715,1
930,159,0
120,976,0
199,321,0
16,820,0
696,418,1
334,918,0
264,74,0
373,576,1
873,215,0
328,356,1
269,527,1
85,913,0
205,342,0
52,871,0
230,841,0
820,49,0
916,832,0
174,769,0
548,53,0
297,204,0
62,998,0
992,397,0
645,916,0
634,749,0
992,891,0
823,808,0
34,539,0
433,623,1
318,255,0
307,979,0
356,275,0
385,446,1
46,367,0
709,711,0
694,458,1
42,868,0
758,526,1
408,989,0
969,24,0
34,50,0
764,787,0
671,101,0
281,355,1
188,874,0
735,538,1
25,755,0
412,681,1
729,17,0
622,858,0
826,845,0
484,281,1
372,172,0
828,421,0
564,986,0
541,63,0
744,205,0
464,185,0
869,71,0
984,820,0
916,918,0
979,988,0
7,991,0
698,983,0
79,622,0
531,394,1
873,87,0
250,278,0
289,479,1
262,318,0
503,703,1
816,876,0
602,950,0
496,593,1
970,763,0
48,978,0
645,845,0
206,802,0
974,998,0
366,143,0
883,521,0
286,95,0
960,955,0
767,589,1
297,763,0
725,99,0
0,774,0
63,867,0
828,625,0
846,579,0
23,539,0
448,458,1
21,51,0
925,716,0
989,268,0
114,709,0
901,758,0
677,684,1
342,825,0
699,305,0
726,913,0
719,760,0
989,284,0
442,360,1
203,596,0
651,979,0
479,7,0
925,874,0
80,328,0
481,504,1
340,848,0
908,891,0
159,353,0
285,928,0
534,715,1
943,46,0
759,888,0
557,625,1
895,155,0
22,193,0
60,928,0
24,101,0
144,976,0
475,424,1
899,177,0
5,602,0
156,747,0
378,63,0
832,523,0
96,282,0
601,714,1
704,783,0
607,946,0
615,822,0
659,261,0
371,311,1
966,753,0
459,252,0
72,773,0
335,142,0
120,518,0
418,684,1
577,604,1
967,220,0
404,290,1
811,606,0
849,725,0
243,955,0
671,448,1
254,633,1
33,447,0
48,167,0
232,38,0
709,843,0
415,830,0
64,946,0
909,763,0
354,736,0
566,388,1
701,481,1
885,376,0
487,754,0
111,397,0
512,792,0
934,552,0
176,306,0
326,585,1
297,780,0
918,723,0
73,434,0
596,831,0
226,241,0
984,239,0
892,660,0
404,761,0
944,719,0
512,762,0
53,941,0
18,605,0
17,148,0
205,704,0
948,522,0
965,356,0
474,233,0
459,519,1
86,175,0
483,887,0
437,694,1
138,482,0
547,76,0
868,950,0
965,876,0
860,449,0
995,82,0
256,247,0
275,453,1
256,698,0
80,60,0
295,31,0
3,381,0
820,166,0
851,277,0
435,172,0
398,968,0
4,290,0
207,661,0
430,311,1
894,212,0
883,783,0
988,200,0
149,338,0
710,545,1
78,910,0
681,574,1
905,680,0
191,379,0
469,975,0
649,849,0
407,371,1
105,66,0
52,366,0
658,929,0
471,559,1
103,60,0
266,38,0
308,311,1
788,503,1
514,146,0
302,197,0
572,373,1
900,487,0
127,356,0
225,552,1
495,705,1
774,151,0
639,531,1
793,555,1
983,667,0
343,348,1
267,488,1
689,119,0
668,543,1
671,760,0
688,446,1
377,687,1
343,253,0
278,280,0
170,891,0
416,535,1
602,214,0
829,452,0
895,585,0
716,29,0
147,962,0
845,111,0
21,312,0
606,817,0
735,50,0
430,135,0
779,918,0
185,20,0
13,491,0
635,944,0
698,815,0
9,50,0
885,22,0
998,46,0
48,335,0
94,650,0
735,502,1
676,128,0
970,225,0
309,444,1
595,100,0
976,447,0
620,840,0
48,644,0
948,240,0
611,422,1
833,535,0
159,776,0
336,87,0
440,689,1
